NAZWA;WK;PK;GK;GT;PT;Typ jednostki;Podtyp jednostki;Kod GUS;Kod MSWiA;Data od;Data do;Miejscowosc;Kod pocztowy;Adres
åWIERZAWA;02;26;04;3;0;Gmina;Gmina miejsko-wiejska;0226043;;1994-01-01;;åWIERZAWA;58-540;Pl.Wolnoúci 60
ZAGRODNO;02;26;05;2;0;Gmina;Gmina wiejska;0226052;;1994-01-01;;ZAGRODNO;59-516;Zagrodno 52
Z£OTORYJA;02;26;06;2;0;Gmina;Gmina wiejska;0226062;;1994-01-01;;Z£OTORYJA;59-500;Al.Mi≥a 4
Jelenia GÛra;02;61;00;0;2;Miasto na prawach powiatu;;0261000;;1999-01-01;;JELENIA G”RA;58-500;ul.Plac Ratuszowy 58
Legnica;02;62;00;0;2;Miasto na prawach powiatu;;0262000;;1999-01-01;;LEGNICA;59-220;pl.S≥owiaÒski 7/8
Wroc≥aw;02;64;00;0;2;Miasto na prawach powiatu;;0264000;;1999-01-01;;WROC£AW;50-951;pl.Nowy Targ 1/8
kujawsko-pomorskie;04;00;00;0;0;WojewÛdztwo;;0400000;;1999-01-01;;ToruÒ;87-100;pl.Teatralny 2
aleksandrowski;04;01;00;0;1;Powiat;;0401000;;1999-01-01;;ALEKSANDR”W KUJAWSKI;87-700;ul.S≥owackiego 8
ALEKSANDR”W KUJAWSKI;04;01;01;1;0;Gmina;Gmina miejska;0401011;;1994-01-01;;ALEKSANDR”W KUJAWSKI;87-700;ul.S≥owackiego 8
CIECHOCINEK;04;01;02;1;0;Gmina;Gmina miejska;0401021;;1994-01-01;;CIECHOCINEK;87-720;ul.Kopernika 19
NIESZAWA;04;01;03;1;0;Gmina;Gmina miejska;0401031;;1994-01-01;;NIESZAWA;87-730;ul.3-go Maja 2
ALEKSANDR”W KUJAWSKI;04;01;04;2;0;Gmina;Gmina wiejska;0401042;;1994-01-01;;ALEKSANDR”W KUJAWSKI;87-700;ul.S≥owackiego 12
B•DKOWO;04;01;05;2;0;Gmina;Gmina wiejska;0401052;;1994-01-01;;B•DKOWO;87-704;ul.W≥oc≥awska 82
KONECK;04;01;06;2;0;Gmina;Gmina wiejska;0401062;;1994-01-01;;KONECK;87-702;
RACI•ØEK;04;01;07;2;0;Gmina;Gmina wiejska;0401072;;1994-01-01;;RACI•ØEK;87-721;ul.Wysoka 4
WAGANIEC;04;01;08;2;0;Gmina;Gmina wiejska;0401082;;1994-01-01;;WAGANIEC;87-731;ul.Dworcowa 11
ZAKRZEWO;04;01;09;2;0;Gmina;Gmina wiejska;0401092;;1994-01-01;;ZAKRZEWO;87-707;Zakrzewo 136
brodnicki;04;02;00;0;1;Powiat;;0402000;;1999-01-01;;BRODNICA;87-300;ul.Kamionka 23
BRODNICA;04;02;01;1;0;Gmina;Gmina miejska;0402011;;1994-01-01;;BRODNICA;87-300;ul.Kamionka 23
BOBROWO;04;02;02;2;0;Gmina;Gmina wiejska;0402022;;1994-01-01;;BOBROWO;87-327;
BRODNICA;04;02;03;2;0;Gmina;Gmina wiejska;0402032;;1994-01-01;;BRODNICA;87-300;ul.Zamkowa 13a
BRZOZIE;04;02;04;2;0;Gmina;Gmina wiejska;0402042;;1994-01-01;;BRZOZIE;87-313;
G”RZNO;04;02;05;3;0;Gmina;Gmina miejsko-wiejska;0402053;;1994-01-01;;G”RZNO;87-320;ul.Rynek 1
BARTNICZKA;04;02;06;2;0;Gmina;Gmina wiejska;0402062;;2005-01-01;;BARTNICZKA;87-321;BARTNICZKA
JAB£ONOWO POMORSKIE;04;02;07;3;0;Gmina;Gmina miejsko-wiejska;0402073;;1994-01-01;;JAB£ONOWO POMORSKIE;87-330;ul.G≥Ûwna 28
OSIEK;04;02;08;2;0;Gmina;Gmina wiejska;0402082;;1994-01-01;;OSIEK;87-340;
åWIEDZIEBNIA;04;02;09;2;0;Gmina;Gmina wiejska;0402092;;1994-01-01;;åWIEDZIEBNIA;87-335;
ZBICZNO;04;02;10;2;0;Gmina;Gmina wiejska;0402102;;1994-01-01;;ZBICZNO;87-305;Zbiczno 140
bydgoski;04;03;00;0;1;Powiat;;0403000;;1999-01-01;;BYDGOSZCZ;85-066;ul.Konarskiego 1/3
BIA£E B£OTA;04;03;01;2;0;Gmina;Gmina wiejska;0403012;;1994-01-01;;BIA£E B£OTA;86-005;ul.SzubiÒska 7
D•BROWA CHE£MI—SKA;04;03;02;2;0;Gmina;Gmina wiejska;0403022;;1994-01-01;;D•BROWA CHE£MI—SKA;86-070;ul.Bydgoska 21
DOBRCZ;04;03;03;2;0;Gmina;Gmina wiejska;0403032;;1994-01-01;;DOBRCZ;86-022;ul.D≥uga 50
KORONOWO;04;03;04;3;0;Gmina;Gmina miejsko-wiejska;0403043;;1994-01-01;;KORONOWO;86-010;Pl.ZwyciÍstwa 1
NOWA WIEå WIELKA;04;03;05;2;0;Gmina;Gmina wiejska;0403052;;1994-01-01;;NOWA WIEå WIELKA;86-060;ul.Ogrodowa 2
OSIELSKO;04;03;06;2;0;Gmina;Gmina wiejska;0403062;;1994-01-01;;OSIELSKO;86-031;Szosa GdaÒska 55A
SICIENKO;04;03;07;2;0;Gmina;Gmina wiejska;0403072;;1994-01-01;;SICIENKO;86-014;ul.Mrotecka 9
SOLEC KUJAWSKI;04;03;08;3;0;Gmina;Gmina miejsko-wiejska;0403083;;1994-01-01;;SOLEC KUJAWSKI;86-050;ul.23 Stycznia 7
che≥miÒski;04;04;00;0;1;Powiat;;0404000;;1999-01-01;;CHE£MNO;86-200;ul.Harcerska 1
CHE£MNO;04;04;01;1;0;Gmina;Gmina miejska;0404011;;1994-01-01;;CHE£MNO;86-200;ul.Dworcowa 1
CHE£MNO;04;04;02;2;0;Gmina;Gmina wiejska;0404022;;1994-01-01;;CHE£MNO;86-200;ul.Dworcowa 1
KIJEWO KR”LEWSKIE;04;04;03;2;0;Gmina;Gmina wiejska;0404032;;1994-01-01;;KIJEWO KR”LEWSKIE;86-253;
LISEWO;04;04;04;2;0;Gmina;Gmina wiejska;0404042;;1994-01-01;;LISEWO;86-230;ul.Che≥miÒska 2
PAPOWO BISKUPIE;04;04;05;2;0;Gmina;Gmina wiejska;0404052;;1994-01-01;;PAPOWO BISKUPIE;86-221;
STOLNO;04;04;06;2;0;Gmina;Gmina wiejska;0404062;;1994-01-01;;STOLNO;86-212;
UNIS£AW;04;04;07;2;0;Gmina;Gmina wiejska;0404072;;1994-01-01;;UNIS£AW;86-260;ul.Parkowa 20
golubsko-dobrzyÒski;04;05;00;0;1;Powiat;;0405000;;1999-01-01;;GOLUB-DOBRZY—;87-400;ul.Plac Tysiπclecia 25
GOLUB-DOBRZY—;04;05;01;1;0;Gmina;Gmina miejska;0405011;;1994-01-01;;GOLUB-DOBRZY—;87-400;Pl.Tysiπclecia 25
CIECHOCIN;04;05;02;2;0;Gmina;Gmina wiejska;0405022;;1994-01-01;;CIECHOCIN;87-408;Ciechocin 172
GOLUB-DOBRZY—;04;05;03;2;0;Gmina;Gmina wiejska;0405032;;1994-01-01;;GOLUB-DOBRZY—;87-400;Pl.Tysiπclecia 25
KOWALEWO POMORSKIE;04;05;04;3;0;Gmina;Gmina miejsko-wiejska;0405043;;1994-01-01;;KOWALEWO POMORSKIE;87-410;Pl.Wolnoúci 1
RADOMIN;04;05;05;2;0;Gmina;Gmina wiejska;0405052;;1994-01-01;;RADOMIN;87-404;
ZB”JNO;04;05;06;2;0;Gmina;Gmina wiejska;0405062;;1994-01-01;;ZB”JNO;87-645;
grudziπdzki;04;06;00;0;1;Powiat;;0406000;;1999-01-01;;GRUDZI•DZ;86-300;ul.Ma≥om≥yÒska 1
GRUDZI•DZ;04;06;01;2;0;Gmina;Gmina wiejska;0406012;;1994-01-01;;GRUDZI•DZ;86-300;ul.Wybickiego 38
GRUTA;04;06;02;2;0;Gmina;Gmina wiejska;0406022;;1994-01-01;;ME£NO;86-330;Me≥no
£ASIN;04;06;03;3;0;Gmina;Gmina miejsko-wiejska;0406033;;1994-01-01;;£ASIN;86-320;ul.RadzyÒska 2
RADZY— CHE£MI—SKI;04;06;04;3;0;Gmina;Gmina miejsko-wiejska;0406043;;1994-01-01;;RADZY— CHE£MI—SKI;87-220;Pl.Tow.Jaszczurczego 9
ROG”èNO;04;06;05;2;0;Gmina;Gmina wiejska;0406052;;1994-01-01;;ROG”èNO;86-318;
åWIECIE NAD OS•;04;06;06;2;0;Gmina;Gmina wiejska;0406062;;1994-01-01;;åWIECIE NAD OS•;86-341;
inowroc≥awski;04;07;00;0;1;Powiat;;0407000;;1999-01-01;;INOWROC£AW;88-100;ul.Roosevelta 36/38
INOWROC£AW;04;07;01;1;0;Gmina;Gmina miejska;0407011;;1994-01-01;;INOWROC£AW;88-100;ul. F.D. Roosevelta 36
D•BROWA BISKUPIA;04;07;02;2;0;Gmina;Gmina wiejska;0407022;;1994-01-01;;D•BROWA BISKUPIA;88-133;ul.Topolowa 2
GNIEWKOWO;04;07;03;3;0;Gmina;Gmina miejsko-wiejska;0407033;;1994-01-01;;GNIEWKOWO;88-140;ul.17 Stycznia 11
INOWROC£AW;04;07;04;2;0;Gmina;Gmina wiejska;0407042;;1994-01-01;;INOWROC£AW;88-100;ul.KrÛlowej Jadwigi 43
JANIKOWO;04;07;05;3;0;Gmina;Gmina miejsko-wiejska;0407053;;1994-01-01;;JANIKOWO;88-160;ul.Przemys≥owa 6
KRUSZWICA;04;07;06;3;0;Gmina;Gmina miejsko-wiejska;0407063;;1994-01-01;;KRUSZWICA;88-150;ul.NadgoplaÒska 4
PAKOå∆;04;07;07;3;0;Gmina;Gmina miejsko-wiejska;0407073;;1994-01-01;;PAKOå∆;88-170;ul.Rynek 4
ROJEWO;04;07;08;2;0;Gmina;Gmina wiejska;0407082;;1994-01-01;;ROJEWO;88-111;Rojewo 8
Z£OTNIKI KUJAWSKIE;04;07;09;2;0;Gmina;Gmina wiejska;0407092;;1994-01-01;;Z£OTNIKI KUJAWSKIE;88-180;ul.PowstaÒcÛw Wielkopolskich
lipnowski;04;08;00;0;1;Powiat;;0408000;;1999-01-01;;LIPNO;87-600;ul.Sierakowskiego 10B
LIPNO;04;08;01;1;0;Gmina;Gmina miejska;0408011;;1994-01-01;;LIPNO;87-600;Pl.Dekerta 8
BOBROWNIKI;04;08;02;2;0;Gmina;Gmina wiejska;0408022;;1994-01-01;;BOBROWNIKI;87-617;ul.Nieszawska 10
CHROSTKOWO;04;08;03;2;0;Gmina;Gmina wiejska;0408032;;1994-01-01;;CHROSTKOWO;87-602;Chrostkowo 99
DOBRZY— NAD WIS£•;04;08;04;3;0;Gmina;Gmina miejsko-wiejska;0408043;;1994-01-01;;DOBRZY— NAD WIS£•;87-610;ul.Szkolna 1
KIK”£;04;08;05;2;0;Gmina;Gmina wiejska;0408052;;1994-01-01;;KIK”£;87-620;Pl.Koúciuszki 7
LIPNO;04;08;06;2;0;Gmina;Gmina wiejska;0408062;;1994-01-01;;LIPNO;87-600;ul.Mickiewicza 29
SK PE;04;08;07;3;0;Gmina;Gmina miejsko-wiejska;0408073;;1994-01-01;;SK PE;87-630;ul.Koúcielna 2
T£UCHOWO;04;08;08;2;0;Gmina;Gmina wiejska;0408082;;1994-01-01;;T£UCHOWO;87-605;ul.Sierpiecka 20
WIELGIE;04;08;09;2;0;Gmina;Gmina wiejska;0408092;;1994-01-01;;WIELGIE;87-603;ul.Starowiejska 8
mogileÒski;04;09;00;0;1;Powiat;;0409000;;1999-01-01;;MOGILNO;88-300;ul.Narutowicza 1
D•BROWA;04;09;01;2;0;Gmina;Gmina wiejska;0409012;;1994-01-01;;D•BROWA;88-306;ul.Kasztanowa 16
JEZIORA WIELKIE;04;09;02;2;0;Gmina;Gmina wiejska;0409022;;1994-01-01;;JEZIORA WIELKIE;88-324;
MOGILNO;04;09;03;3;0;Gmina;Gmina miejsko-wiejska;0409033;;1994-01-01;;MOGILNO;88-300;ul.Narutowicza 1
STRZELNO;04;09;04;3;0;Gmina;Gmina miejsko-wiejska;0409043;;1994-01-01;;STRZELNO;88-320;ul.Cieúlewicza 1
nakielski;04;10;00;0;1;Powiat;;0410000;;1999-01-01;;NAK£O NAD NOTECI•;89-100;ul.Dπbrowskiego 54
KCYNIA;04;10;01;3;0;Gmina;Gmina miejsko-wiejska;0410013;;1994-01-01;;KCYNIA;89-240;ul.Rynek 23
MROCZA;04;10;02;3;0;Gmina;Gmina miejsko-wiejska;0410023;;1994-01-01;;MROCZA;89-115;Pl.1 Maja 20
NAK£O NAD NOTECI•;04;10;03;3;0;Gmina;Gmina miejsko-wiejska;0410033;;1994-01-01;;NAK£O NAD NOTECI•;89-100;ul.Ks. Piotra Skargi 7
SADKI;04;10;04;2;0;Gmina;Gmina wiejska;0410042;;1994-01-01;;SADKI;89-110;ul.Mickiewicza 6
SZUBIN;04;10;05;3;0;Gmina;Gmina miejsko-wiejska;0410053;;1994-01-01;;SZUBIN;89-200;ul.KcyÒska 12
radziejowski;04;11;00;0;1;Powiat;;0411000;;1999-01-01;;RADZIEJ”W;88-200;ul.T.Koúciuszki 17
RADZIEJ”W;04;11;01;1;0;Gmina;Gmina miejska;0411011;;1994-01-01;;RADZIEJ”W;88-200;ul.Koúciuszki 20/22
BYTO—;04;11;02;2;0;Gmina;Gmina wiejska;0411022;;1994-01-01;;BYTO—;88-231;
DOBRE;04;11;03;2;0;Gmina;Gmina wiejska;0411032;;1994-01-01;;DOBRE;88-210;ul.Fabryczna 16
OSI CINY;04;11;04;2;0;Gmina;Gmina wiejska;0411042;;1994-01-01;;OSI CINY;88-220;ul.I Armii WP 14
PIOTRK”W KUJAWSKI;04;11;05;3;0;Gmina;Gmina miejsko-wiejska;0411053;;1994-01-01;;PIOTRK”W KUJAWSKI;88-230;ul.Koúcielna 1
RADZIEJ”W;04;11;06;2;0;Gmina;Gmina wiejska;0411062;;1994-01-01;;RADZIEJ”W;88-200;ul.Koúciuszki 20/22
TOP”LKA;04;11;07;2;0;Gmina;Gmina wiejska;0411072;;1994-01-01;;TOP”LKA;87-875;
rypiÒski;04;12;00;0;1;Powiat;;0412000;;1999-01-01;;RYPIN;87-500;ul.Nowy Rynek 17
RYPIN;04;12;01;1;0;Gmina;Gmina miejska;0412011;;1994-01-01;;RYPIN;87-500;ul.Warszawska 40
BRZUZE;04;12;02;2;0;Gmina;Gmina wiejska;0412022;;1994-01-01;;BRZUZE;87-517;Brzuze
ROGOWO;04;12;03;2;0;Gmina;Gmina wiejska;0412032;;1994-01-01;;ROGOWO;87-515;Rogowo 51
RYPIN;04;12;04;2;0;Gmina;Gmina wiejska;0412042;;1994-01-01;;RYPIN;87-500;ul.Lipnowska 4
SKRWILNO;04;12;05;2;0;Gmina;Gmina wiejska;0412052;;1994-01-01;;SKRWILNO;87-510;RypiÒska 7
W•PIELSK;04;12;06;2;0;Gmina;Gmina wiejska;0412062;;1994-01-01;;W•PIELSK;87-337;
sÍpoleÒski;04;13;00;0;1;Powiat;;0413000;;1999-01-01;;S P”LNO KRAJE—SKIE;89-400;ul.Koúciuszki 11
KAMIE— KRAJE—SKI;04;13;01;3;0;Gmina;Gmina miejsko-wiejska;0413013;;1994-01-01;;KAMIE— KRAJE—SKI;89-430;Pl.Odrodzenia 3
S P”LNO KRAJE—SKIE;04;13;02;3;0;Gmina;Gmina miejsko-wiejska;0413023;;1994-01-01;;S P”LNO KRAJE—SKIE;89-400;ul.Koúciuszki 11
SOåNO;04;13;03;2;0;Gmina;Gmina wiejska;0413032;;1994-01-01;;SOåNO;89-412;ul.Nowa 1
WI CBORK;04;13;04;3;0;Gmina;Gmina miejsko-wiejska;0413043;;1994-01-01;;WI CBORK;89-410;ul.Mickiewicza 22
úwiecki;04;14;00;0;1;Powiat;;0414000;;1999-01-01;;åWIECIE;86-100;ul.Wojska Polskiego 173
BUKOWIEC;04;14;01;2;0;Gmina;Gmina wiejska;0414012;;1994-01-01;;BUKOWIEC;86-122;ul.Dr Fl.Ceynowy 14
DRAGACZ;04;14;02;2;0;Gmina;Gmina wiejska;0414022;;1994-01-01;;DRAGACZ;86-134;
DRZYCIM;04;14;03;2;0;Gmina;Gmina wiejska;0414032;;1994-01-01;;DRZYCIM;86-140;ul.PodgÛrna 10
JEØEWO;04;14;04;2;0;Gmina;Gmina wiejska;0414042;;1994-01-01;;JEØEWO;86-131;ul.åwiecka 12
LNIANO;04;14;05;2;0;Gmina;Gmina wiejska;0414052;;1994-01-01;;LNIANO;86-141;ul.Wyzwolenia 7
NOWE;04;14;06;3;0;Gmina;Gmina miejsko-wiejska;0414063;;1994-01-01;;NOWE;86-170;ul.Plac åw. Rocha 5
OSIE;04;14;07;2;0;Gmina;Gmina wiejska;0414072;;1994-01-01;;OSIE;86-150;ul.Dworcowa 6
PRUSZCZ;04;14;08;2;0;Gmina;Gmina wiejska;0414082;;1994-01-01;;PRUSZCZ;86-120;ul.G≥Ûwna 33
åWIECIE;04;14;09;3;0;Gmina;Gmina miejsko-wiejska;0414093;;1994-01-01;;åWIECIE;86-100;ul.Wojska Polskiego 124
åWIEKATOWO;04;14;10;2;0;Gmina;Gmina wiejska;0414102;;1994-01-01;;åWIEKATOWO;86-182;ul.Dworcowa 20A
WARLUBIE;04;14;11;2;0;Gmina;Gmina wiejska;0414112;;1994-01-01;;WARLUBIE;86-160;ul.Dworcowa 15
toruÒski;04;15;00;0;1;Powiat;;0415000;;1999-01-01;;TORU—;87-100;ul.Szosa Che≥miÒska 30/32
CHE£MØA;04;15;01;1;0;Gmina;Gmina miejska;0415011;;1994-01-01;;CHE£MØA;87-140;ul.Gen.J.Hallera 2
CHE£MØA;04;15;02;2;0;Gmina;Gmina wiejska;0415022;;1994-01-01;;CHE£MØA;87-140;ul.Wodna 2
CZERNIKOWO;04;15;03;2;0;Gmina;Gmina wiejska;0415032;;1994-01-01;;CZERNIKOWO;87-640;ul.S≥owackiego 12
LUBICZ;04;15;04;2;0;Gmina;Gmina wiejska;0415042;;1994-01-01;;LUBICZ DOLNY;87-162;ul.ToruÒska 21
£UBIANKA;04;15;05;2;0;Gmina;Gmina wiejska;0415052;;1994-01-01;;£UBIANKA;87-152;al. Jana Paw≥a II nr.8
£YSOMICE;04;15;06;2;0;Gmina;Gmina wiejska;0415062;;1994-01-01;;£YSOMICE;87-148;ul.Warszawska 8
OBROWO;04;15;07;2;0;Gmina;Gmina wiejska;0415072;;1994-01-01;;OBROWO;87-126;
WIELKA NIESZAWKA;04;15;08;2;0;Gmina;Gmina wiejska;0415082;;1994-01-01;;WIELKA NIESZAWKA;87-165;ul.ToruÒska 12
Z£AWIEå WIELKA;04;15;09;2;0;Gmina;Gmina wiejska;0415092;;1994-01-01;;Z£AWIEå WIELKA;87-134;ul.Handlowa 7
tucholski;04;16;00;0;1;Powiat;;0416000;;1999-01-01;;TUCHOLA;89-500;pl.Zamkowy 1
CEKCYN;04;16;01;2;0;Gmina;Gmina wiejska;0416012;;1994-01-01;;CEKCYN;89-511;ul.Szkolna 2
GOSTYCYN;04;16;02;2;0;Gmina;Gmina wiejska;0416022;;1994-01-01;;GOSTYCYN;89-520;ul.Bydgoska 8
K SOWO;04;16;03;2;0;Gmina;Gmina wiejska;0416032;;1994-01-01;;K SOWO;89-506;ul.G≥Ûwna 11
LUBIEWO;04;16;04;2;0;Gmina;Gmina wiejska;0416042;;1994-01-01;;LUBIEWO;89-526;ul.Hallera 9
åLIWICE;04;16;05;2;0;Gmina;Gmina wiejska;0416052;;1994-01-01;;åLIWICE;89-530;ul.Sychowskiego 30
TUCHOLA;04;16;06;3;0;Gmina;Gmina miejsko-wiejska;0416063;;1994-01-01;;TUCHOLA;89-500;Pl.Zamkowy 1
wπbrzeski;04;17;00;0;1;Powiat;;0417000;;1999-01-01;;W•BRZEèNO;87-200;ul.Wolnoúci 44
W•BRZEèNO;04;17;01;1;0;Gmina;Gmina miejska;0417011;;1994-01-01;;W•BRZEèNO;87-200;ul.Wolnoúci 18
D BOWA £•KA;04;17;02;2;0;Gmina;Gmina wiejska;0417022;;1994-01-01;;D BOWA £•KA;87-207;
KSI•ØKI;04;17;03;2;0;Gmina;Gmina wiejska;0417032;;1994-01-01;;KSI•ØKI;87-222;ul.Bankowa 4
P£UØNICA;04;17;04;2;0;Gmina;Gmina wiejska;0417042;;1994-01-01;;P£UØNICA;87-214;
W•BRZEèNO;04;17;05;2;0;Gmina;Gmina wiejska;0417052;;1994-01-01;;W•BRZEèNO;87-200;ul. Mickiewicza 21
w≥oc≥awski;04;18;00;0;1;Powiat;;0418000;;1999-01-01;;W£OC£AWEK;87-800;ul.Cyganka 28
KOWAL;04;18;01;1;0;Gmina;Gmina miejska;0418011;;1994-01-01;;KOWAL;87-820;ul.Piwna 24
BARUCHOWO;04;18;02;2;0;Gmina;Gmina wiejska;0418022;;1994-01-01;;BARUCHOWO;87-821;
BONIEWO;04;18;03;2;0;Gmina;Gmina wiejska;0418032;;1994-01-01;;BONIEWO;87-851;
BRZEå∆ KUJAWSKI;04;18;04;3;0;Gmina;Gmina miejsko-wiejska;0418043;;1994-01-01;;BRZEå∆ KUJAWSKI;87-880;Pl.£okietka 2
CHOCE—;04;18;05;2;0;Gmina;Gmina wiejska;0418052;;1994-01-01;;CHOCE—;87-850;ul.Sikorskiego 4
CHODECZ;04;18;06;3;0;Gmina;Gmina miejsko-wiejska;0418063;;1994-01-01;;CHODECZ;87-860;ul.Kaliska 2
FABIANKI;04;18;07;2;0;Gmina;Gmina wiejska;0418072;;1994-01-01;;FABIANKI;87-811;Fabianki 4
IZBICA KUJAWSKA;04;18;08;3;0;Gmina;Gmina miejsko-wiejska;0418083;;1994-01-01;;IZBICA KUJAWSKA;87-865;ul.Pi≥sudskiego 32
KOWAL;04;18;09;2;0;Gmina;Gmina wiejska;0418092;;1994-01-01;;KOWAL;87-820;ul. Piwna 33
LUBANIE;04;18;10;2;0;Gmina;Gmina wiejska;0418102;;1994-01-01;;LUBANIE;87-732;
LUBIE— KUJAWSKI;04;18;11;3;0;Gmina;Gmina miejsko-wiejska;0418113;;1994-01-01;;LUBIE— KUJAWSKI;87-840;ul.Wojska Polskiego 29
LUBRANIEC;04;18;12;3;0;Gmina;Gmina miejsko-wiejska;0418123;;1994-01-01;;LUBRANIEC;87-890;ul.Brzeska 49
W£OC£AWEK;04;18;13;2;0;Gmina;Gmina wiejska;0418132;;1994-01-01;;W£OC£AWEK;87-800;ul.KrÛlewiecka 7
øniÒski;04;19;00;0;1;Powiat;;0419000;;1999-01-01;;ØNIN;88-400;ul.Potockiego 1
BARCIN;04;19;01;3;0;Gmina;Gmina miejsko-wiejska;0419013;;1994-01-01;;BARCIN;88-190;ul.ArtylerzystÛw 9
G•SAWA;04;19;02;2;0;Gmina;Gmina wiejska;0419022;;1994-01-01;;G•SAWA;88-410;ul.ØniÒska 8
JANOWIEC WIELKOPOLSKI;04;19;03;3;0;Gmina;Gmina miejsko-wiejska;0419033;;1994-01-01;;JANOWIEC WIELKOPOLSKI;88-430;ul.GnieünieÒska 3
£ABISZYN;04;19;04;3;0;Gmina;Gmina miejsko-wiejska;0419043;;1994-01-01;;£ABISZYN;89-210;Pl.1000-lecia 1
ROGOWO;04;19;05;2;0;Gmina;Gmina wiejska;0419052;;1994-01-01;;ROGOWO;88-420;ul.Koúcielna 8
ØNIN;04;19;06;3;0;Gmina;Gmina miejsko-wiejska;0419063;;1994-01-01;;ØNIN;88-400;ul.700-lecia 39
Bydgoszcz;04;61;00;0;2;Miasto na prawach powiatu;;0461000;;1999-01-01;;BYDGOSZCZ;85-102;ul.Jezuicka 1
Grudziπdz;04;62;00;0;2;Miasto na prawach powiatu;;0462000;;1999-01-01;;GRUDZI•DZ;86-300;ul.Ratuszowa 1
ToruÒ;04;63;00;0;2;Miasto na prawach powiatu;;0463000;;1999-01-01;;TORU—;87-100;Wa≥y Gen. Sikorskiego 8
W≥oc≥awek;04;64;00;0;2;Miasto na prawach powiatu;;0464000;;1999-01-01;;W£OC£AWEK;87-800;ul.Zielony Rynek 11/13
lubelskie;06;00;00;0;0;WojewÛdztwo;;0600000;;1999-01-01;;Lublin;20-074;ul.Spokojna 4
bialski;06;01;00;0;1;Powiat;;0601000;;1999-01-01;;BIA£A PODLASKA;21-500;ul.Brzeska 41
MI DZYRZEC PODLASKI;06;01;01;1;0;Gmina;Gmina miejska;0601011;;1994-01-01;;MI DZYRZEC PODLASKI;21-560;ul.Pocztowa 8
TERESPOL;06;01;02;1;0;Gmina;Gmina miejska;0601021;;1994-01-01;;TERESPOL;21-550;ul.Wojska Polskiego 130
BIA£A PODLASKA;06;01;03;2;0;Gmina;Gmina wiejska;0601032;;1994-01-01;;BIA£A PODLASKA;21-500;ul.Prosta 31
DREL”W;06;01;04;2;0;Gmina;Gmina wiejska;0601042;;1994-01-01;;DREL”W;21-570;ul.Szkolna 12
JAN”W PODLASKI;06;01;05;2;0;Gmina;Gmina wiejska;0601052;;1994-01-01;;JAN”W PODLASKI;21-505;ul.Bialska 6a
KODE—;06;01;06;2;0;Gmina;Gmina wiejska;0601062;;1994-01-01;;KODE—;21-509;ul.1 Maja 20
KONSTANTYN”W;06;01;07;2;0;Gmina;Gmina wiejska;0601072;;1994-01-01;;KONSTANTYN”W;21-543;ul.Kard. WyszyÒskiego 2
LEåNA PODLASKA;06;01;08;2;0;Gmina;Gmina wiejska;0601082;;1994-01-01;;LEåNA PODLASKA;21-542;ul.Bialska 30
£OMAZY;06;01;09;2;0;Gmina;Gmina wiejska;0601092;;1994-01-01;;£OMAZY;21-532;pl.JagielloÒski 27
MI DZYRZEC PODLASKI;06;01;10;2;0;Gmina;Gmina wiejska;0601102;;1994-01-01;;MI DZYRZEC PODLASKI;21-560;ul.Warszawska 20
PISZCZAC;06;01;11;2;0;Gmina;Gmina wiejska;0601112;;1994-01-01;;PISZCZAC;21-530;ul.W≥odawska 8
ROKITNO;06;01;12;2;0;Gmina;Gmina wiejska;0601122;;1994-01-01;;ROKITNO;21-504;Rokitno 47
ROSSOSZ;06;01;13;2;0;Gmina;Gmina wiejska;0601132;;1994-01-01;;ROSSOSZ;21-533;ul.Lubelska 10
S£AWATYCZE;06;01;14;2;0;Gmina;Gmina wiejska;0601142;;1994-01-01;;S£AWATYCZE;21-515;ul.Rynek 14
SOSN”WKA;06;01;15;2;0;Gmina;Gmina wiejska;0601152;;1994-01-01;;SOSN”WKA;21-518;SosnÛwka 55
TERESPOL;06;01;16;2;0;Gmina;Gmina wiejska;0601162;;1994-01-01;;TERESPOL;21-550;ul.Wojska Polskiego 47
TUCZNA;06;01;17;2;0;Gmina;Gmina wiejska;0601172;;1994-01-01;;TUCZNA;21-523;Tuczna 191a
WISZNICE;06;01;18;2;0;Gmina;Gmina wiejska;0601182;;1994-01-01;;WISZNICE;21-580;ul.Wygoda 10
ZALESIE;06;01;19;2;0;Gmina;Gmina wiejska;0601192;;1994-01-01;;ZALESIE;21-512;ul.Warszawska 34
bi≥gorajski;06;02;00;0;1;Powiat;;0602000;;1999-01-01;;BI£GORAJ;23-400;ul.T.Koúciuszki 87
BI£GORAJ;06;02;01;1;0;Gmina;Gmina miejska;0602011;;1994-01-01;;BI£GORAJ;23-400;Pl.Wolnoúci 16
ALEKSANDR”W;06;02;02;2;0;Gmina;Gmina wiejska;0602022;;1994-01-01;;ALEKSANDR”W;23-408;
BI£GORAJ;06;02;03;2;0;Gmina;Gmina wiejska;0602032;;1994-01-01;;BI£GORAJ;23-400;ul.Koúciuszki 88
BISZCZA;06;02;04;2;0;Gmina;Gmina wiejska;0602042;;1994-01-01;;BISZCZA;23-425;Biszcza 79
FRAMPOL;06;02;05;3;0;Gmina;Gmina miejsko-wiejska;0602053;;1994-01-01;;FRAMPOL;23-440;ul.RadziÍcka 8
